hospital,frequency,month,procedure,satis
39,4,2,0,2.8908429
39,1,2,0,3.0179913
27,2,2,0,2.8853397
25,3,2,0,3.3648181
44,4,2,0,2.5528669
6,1,2,0,3.1115644
1,2,2,0,2.8963313
30,2,2,0,3.2283006
38,2,2,0,3.054379
30,4,2,0,2.3830094
13,2,2,0,4.4721389
46,4,2,0,2.7522681
5,4,2,0,2.7936389
20,3,2,0,3.44594
42,1,2,0,3.2386661
23,4,2,0,3.5098908
23,4,2,0,4.2819076
5,3,2,0,3.090333
42,4,2,0,3.7818148
5,2,2,0,2.23734
12,1,2,0,2.97469
34,1,2,0,3.4874225
35,1,2,0,3.0344377
17,1,2,0,3.7134788
6,2,2,0,3.5776958
41,1,2,0,3.0963695
36,1,2,0,6.5859375
33,3,2,0,2.6491866
20,2,2,0,2.4095426
5,3,2,0,3.0719182
33,2,2,0,2.6392198
36,1,2,0,4.7772522
5,4,2,0,2.5842705
38,2,2,0,3.234993
41,3,2,0,3.290683
17,4,2,0,3.3227797
11,2,2,0,3.6045017
7,2,2,0,4.527761
7,3,2,0,3.7907646
35,3,2,0,4.8760424
4,3,2,0,3.3408699
43,3,2,0,2.4771607
34,1,2,0,2.0025616
42,3,2,0,4.4329553
9,3,2,0,2.985878
36,2,2,0,4.3717055
12,1,2,0,3.2273655
14,2,2,0,3.6528082
6,2,2,0,4.890316
21,1,2,0,4.324717
9,3,2,0,2.05986
31,2,2,0,1.8980566
11,2,2,0,2.5387099
33,1,2,0,1.876238
38,3,2,0,3.4289701
33,1,2,0,2.7487216
12,1,2,0,3.2372963
4,4,2,0,2.4975791
38,1,2,0,3.7559762
10,1,2,0,4.6495132
12,2,2,0,2.4895167
4,2,2,0,4.0631118
12,2,2,0,2.2296209
19,2,2,0,2.8810062
5,4,2,0,3.3462458
40,2,2,0,3.9318345
29,4,2,0,3.876842
15,1,2,0,2.9611423
46,1,2,0,2.3017442
8,1,2,0,2.2002258
13,4,2,0,5.759903
9,4,2,0,1.1395085
21,3,2,0,3.4723907
2,4,2,0,3.1212573
36,2,2,0,5.6559782
11,4,2,0,3.5562356
13,4,2,0,3.1290543
14,4,2,0,3.1636434
33,4,2,0,3.1026278
41,3,2,0,2.5146627
36,4,2,0,5.9743094
46,1,2,0,2.7256463
9,2,2,0,.9508633
44,3,2,0,2.948
8,1,2,0,2.9237196
29,4,2,0,2.5372462
2,2,2,0,4.0629778
45,1,2,0,2.687561
35,1,2,0,2.9401391
6,1,2,0,2.3199022
6,1,2,0,3.5983434
6,4,2,0,3.141706
29,2,2,0,3.8871233
15,4,2,0,2.0088725
6,4,2,0,4.2975159
11,1,2,0,3.3014073
40,4,2,0,3.5813551
5,2,2,0,3.4097824
40,2,2,0,4.9334469
41,2,2,0,2.6725359
8,1,2,0,4.4536843
1,1,2,0,2.7034175
35,2,2,0,2.9964881
25,2,2,0,3.4632132
33,2,2,0,2.6606731
38,3,2,0,3.3826852
10,3,2,0,3.9336748
20,1,2,0,1.8490946
24,4,2,0,1.8583537
20,1,2,0,4.980485
26,1,2,0,3.9986439
23,4,2,0,4.7047129
7,2,2,0,5.4513674
1,2,2,0,2.9783742
36,3,2,0,5.1108422
17,4,2,0,3.4403145
34,1,2,0,2.3255301
4,1,2,0,3.7359283
13,2,2,0,4.2377992
41,1,2,0,2.8493004
21,3,2,0,5.2635078
26,1,2,0,2.3078914
3,4,2,0,4.4312053
31,3,2,0,4.26158
7,1,2,0,4.0588527
7,2,2,0,3.9851723
12,3,2,0,2.7153141
7,3,2,0,6.6043997
40,4,2,0,5.2353344
41,4,2,0,3.7116482
26,4,2,0,4.5288935
7,3,2,0,5.6565962
13,4,2,0,4.545536
7,3,2,0,4.0230899
30,1,2,0,3.6037807
45,2,2,0,2.6080928
11,2,2,0,3.2317789
17,2,2,0,2.262517
7,3,2,0,4.0564957
10,1,2,0,4.7423205
36,1,2,0,6.3934073
11,4,2,0,3.4242048
20,3,2,0,3.0341802
8,2,2,0,2.9447217
5,4,2,0,3.2987919
34,1,2,0,2.7872875
39,2,2,0,2.8210135
39,2,2,0,2.5586798
9,4,2,0,1.411993
9,2,2,0,2.0649781
34,1,2,0,2.6357739
6,3,2,0,4.7101574
16,2,2,0,4.2615232
44,4,2,0,2.7939017
29,1,2,0,3.6135011
6,3,2,0,2.7825449
32,4,2,0,2.0588925
11,1,2,0,3.8098662
34,1,2,0,2.8484192
31,3,2,0,3.2567575
5,4,2,0,2.5901461
35,1,2,0,3.2229509
39,4,2,0,3.5778644
28,4,2,0,2.3599
8,3,2,0,3.7140684
13,4,2,0,2.6727719
16,4,2,0,5.9864106
37,4,2,0,3.7974043
33,2,2,0,3.2288547
46,1,2,0,2.6614819
13,2,2,0,3.043386
4,1,2,0,2.6222055
10,1,2,0,5.9186044
23,1,2,0,4.0682859
9,2,2,0,.8034268
3,1,2,0,2.9305882
22,2,2,0,2.6258063
43,3,2,0,2.684262
22,3,2,0,4.6190133
16,2,2,0,3.8717663
35,3,2,0,3.7334049
17,4,2,0,4.0866537
12,1,2,0,3.9187586
12,4,2,0,2.7690046
11,4,2,0,4.3374357
22,4,2,0,2.9653223
8,4,2,0,3.4886887
14,3,2,0,3.1856992
8,2,2,0,3.374841
45,3,2,0,3.1520176
8,2,2,0,2.5854256
8,4,2,0,4.0747952
38,1,2,0,2.1903095
34,2,2,0,2.7071691
36,3,2,0,5.7738585
15,4,2,0,2.7985728
11,4,2,0,2.9646499
45,4,2,0,2.7225103
46,3,2,0,2.5193136
8,1,2,0,2.8804574
13,3,2,0,4.1172113
22,3,2,0,4.3998852
41,2,2,0,1.1414945
20,3,2,0,3.5071561
32,2,2,0,2.8847034
30,1,2,0,2.7972484
2,3,2,0,3.2427664
8,2,2,0,3.0782783
27,2,2,0,2.8919649
18,1,2,0,3.6757023
24,1,2,0,2.8826892
12,3,2,0,3.2098012
14,4,2,0,4.118453
4,2,2,0,4.7034068
13,2,2,0,3.4086456
45,4,2,0,2.0920529
23,1,2,0,4.09829
39,2,2,0,4.0459414
31,2,2,0,2.4446516
19,2,2,0,2.3333004
34,1,2,0,3.4502239
7,2,2,0,4.5308952
11,3,2,0,3.2221622
25,2,2,0,3.4961467
1,1,2,0,3.4723525
19,1,2,0,2.2290454
9,2,2,0,2.5771084
9,1,2,0,2.7771292
1,1,2,0,4.3193178
5,2,2,0,2.6837187
44,1,2,0,3.8465855
5,2,2,0,2.5393488
36,4,2,0,4.0160851
37,4,2,0,2.7729809
7,2,2,0,5.739728
11,1,2,0,4.2970247
45,2,2,0,2.308867
17,4,2,0,3.14169
3,1,2,0,3.2241421
13,3,2,0,4.5690188
35,3,2,0,4.3443661
6,4,2,0,3.3358333
46,2,2,0,2.7149801
32,3,2,0,3.501363
23,4,2,0,3.2592769
4,4,2,0,3.1588295
36,2,2,0,5.4852386
42,4,2,0,4.316597
38,2,2,0,3.039654
8,1,2,0,2.715389
25,3,2,0,4.4239469
35,1,2,0,3.0597801
2,4,2,0,4.5207558
34,2,2,0,3.2897036
46,3,2,0,3.2860529
11,1,2,0,2.9082763
43,2,2,0,2.9630134
24,4,2,0,2.4037647
46,4,2,0,2.8606484
2,3,2,0,2.7462373
39,3,2,0,3.5736432
31,4,2,0,3.6428175
41,3,2,0,2.7662377
17,4,2,0,4.2888918
28,4,2,0,3.6330526
24,2,2,0,2.9169071
29,4,2,0,2.7555828
32,3,2,0,2.6446962
20,1,2,0,3.7631621
42,4,2,0,4.8801241
16,1,2,0,6.0471601
43,2,2,0,3.233438
10,1,2,0,4.6206303
10,2,2,0,4.5582376
10,4,2,0,4.2961588
23,4,2,0,3.5765834
27,4,2,0,2.9482884
25,2,2,0,4.1085682
4,3,2,0,3.2871954
7,3,2,0,5.4499283
35,3,2,0,3.3652112
45,1,2,0,3.2907567
14,4,2,0,4.0373373
34,2,2,0,4.1557431
20,1,2,0,3.5433571
46,1,2,0,4.0099716
1,2,2,0,3.4241343
2,4,2,0,3.9181712
41,3,2,0,3.6497295
9,4,2,0,.91858172
22,2,2,0,3.2107687
3,3,2,0,3.8554986
24,3,2,0,3.0494847
34,4,2,0,3.5764291
27,1,2,0,3.0077782
10,3,2,0,5.1287112
12,1,2,0,3.5369513
20,1,2,0,3.2152405
22,1,2,0,3.5194104
7,1,2,0,2.0373003
4,1,2,0,2.8830037
45,2,2,0,2.7875867
5,3,2,0,3.0103593
29,1,2,0,3.9854751
1,1,2,0,3.27967
37,4,2,0,3.8541601
37,1,2,0,3.7278383
18,4,2,0,2.9594479
3,2,2,0,2.3218193
22,4,2,0,3.7682636
16,1,2,0,4.8108616
6,4,2,0,3.4075162
40,3,2,0,6.535943
39,4,2,0,3.3505292
41,1,2,0,2.6739829
44,4,2,0,2.9203587
39,3,2,0,4.1570549
43,3,2,0,1.3848902
34,4,2,0,3.7452984
34,2,2,0,2.8814912
43,2,2,0,2.5036252
34,1,2,0,3.0204654
34,3,2,0,3.7623312
8,2,2,0,3.2969627
19,1,2,0,2.6848066
2,1,2,0,4.0967097
34,1,2,0,4.0843782
43,4,2,0,2.9814491
8,4,2,0,2.8345315
45,1,2,0,3.0960484
19,3,2,0,2.7992823
27,1,2,0,3.1697683
43,1,2,0,1.7862233
43,4,2,0,3.4469471
8,2,2,0,4.2430949
7,4,2,0,4.6526799
23,4,2,0,2.6923292
43,2,2,0,2.7362087
39,1,2,0,2.027096
43,1,2,0,2.4372823
7,1,2,0,5.7316198
6,3,2,0,3.7705905
20,1,2,0,2.9915278
28,4,2,0,3.8780208
7,3,2,0,4.881598
42,4,2,0,2.8836489
28,4,2,0,4.8003769
24,1,2,0,3.4666331
18,1,2,0,2.3319654
10,1,2,0,4.9884214
30,4,2,0,2.2368958
3,4,2,0,4.9393358
14,2,2,0,3.4384387
41,2,2,0,3.4714234
42,1,2,0,5.4349389
13,4,2,0,4.4810262
19,4,2,0,1.8627064
23,2,2,0,3.8864741
16,1,2,0,5.111073
24,2,2,0,2.8537152
15,2,2,0,2.7466164
41,4,2,0,3.9736068
17,1,2,0,3.1149743
16,4,2,0,4.2104907
23,1,2,0,4.0327692
38,3,2,0,2.3699999
11,4,2,0,2.8840661
33,3,2,0,2.7390049
37,2,2,0,2.1883121
34,3,2,0,2.1482646
41,1,2,0,3.0094895
33,4,2,0,1.9949552
22,3,2,0,4.5248823
44,3,2,0,2.88762
25,4,2,0,3.7361941
3,1,2,0,4.5285711
12,4,2,0,3.10654
1,3,2,0,2.7980502
44,4,2,0,2.9374316
21,2,2,0,3.30407
5,4,2,0,2.4034505
33,1,2,0,2.819931
11,2,2,0,2.6272547
8,1,2,0,3.0100303
22,2,2,0,3.465544
34,1,2,0,2.9087884
45,1,2,0,3.0866976
33,3,2,0,2.8475418
29,4,2,0,4.0799575
18,1,2,0,3.27425
28,1,2,0,4.9753022
3,1,2,0,3.8306339
9,2,2,0,1.093406
46,3,2,0,3.0764039
14,1,2,0,2.6856363
23,4,2,0,2.3978691
2,4,2,0,4.3218741
18,4,2,0,3.0413201
32,4,2,0,3.5257499
32,2,2,0,3.4635694
16,3,2,0,4.2565622
33,4,2,0,2.8320835
30,1,2,0,2.7101536
35,4,2,0,3.5924184
32,3,2,0,2.3464837
38,4,2,0,3.4117339
1,1,2,0,4.6419287
20,4,2,0,3.1818335
1,2,2,0,2.0362887
22,4,2,0,3.75302
36,1,2,0,4.3271523
4,4,2,0,4.5046859
5,3,2,0,3.1020253
27,1,2,0,2.9040794
19,4,2,0,3.0319898
37,3,2,0,5.0715461
35,2,2,0,4.635376
33,3,2,0,2.4561963
39,4,2,0,2.0363469
8,3,2,0,3.130435
34,3,2,0,3.2630565
14,1,2,0,2.4304469
33,1,2,0,3.0060546
11,1,2,0,3.9161432
8,4,2,0,3.1684518
30,2,2,0,2.6756361
20,1,2,0,3.4038086
6,4,2,0,3.3932967
44,4,2,0,3.8577034
40,1,2,0,3.2651334
5,1,2,0,3.6063869
1,4,2,0,3.7029133
9,4,2,0,1.7932855
31,3,2,0,3.800267
39,4,2,0,4.0097022
5,3,2,0,2.4112995
13,2,2,0,3.8164184
40,4,2,0,3.6119292
37,1,2,0,3.3027024
1,2,2,0,3.5557601
14,1,2,0,3.1517715
31,3,2,0,5.3371396
10,1,2,0,4.8871188
2,2,2,0,3.1840291
31,3,2,0,3.1505241
31,4,2,0,2.1723063
31,2,2,0,4.7832847
19,3,2,0,2.7355278
36,1,2,0,5.2792788
15,3,2,0,3.5262735
21,3,2,0,4.1725392
36,2,2,0,3.5394411
37,2,2,0,3.1433845
13,2,2,0,4.0600877
29,4,2,0,3.0299473
35,2,2,0,2.4932003
24,4,2,0,2.3781371
42,1,2,0,3.0465729
17,4,2,0,2.6488292
42,3,2,0,4.4530377
32,4,2,0,1.9875374
32,4,2,0,3.399894
9,4,2,0,.86697352
36,4,2,0,6.2384338
44,3,2,0,3.3839321
43,4,2,0,2.7314382
4,1,2,0,3.8932288
36,3,2,0,5.4252734
33,2,2,0,2.2063055
3,1,2,0,4.8272066
37,1,2,0,3.6333456
14,3,2,0,3.8986936
2,2,2,0,2.5329063
45,4,2,0,2.5352838
17,1,2,0,3.8246691
35,1,2,0,3.7784028
24,1,2,0,1.9452329
40,2,2,0,5.2916842
18,4,2,0,3.0631542
5,2,2,0,3.8159385
32,4,2,0,3.1057642
30,3,2,0,3.4391568
32,1,2,0,3.1885564
35,4,2,0,4.1370306
6,4,2,0,3.8430862
23,3,2,0,2.1267538
28,4,2,0,3.4094861
4,1,2,0,4.3168397
26,3,2,0,2.7848506
40,3,2,0,4.4870968
41,4,2,0,2.8679619
25,4,2,0,3.3821473
34,2,2,0,3.1867895
2,2,2,0,4.1085896
42,4,2,0,3.2277162
12,3,2,0,2.456234
46,1,2,0,4.1975613
38,2,2,0,3.6281276
13,2,2,0,2.9364223
40,1,2,0,3.0199842
36,2,2,0,5.0627084
6,1,2,0,3.7750614
16,2,2,0,5.1946893
10,4,2,0,7.1858578
15,3,2,0,2.551738
6,2,2,0,3.6610992
26,2,2,0,3.9456906
14,4,2,0,3.466789
35,1,2,0,4.5269608
16,4,2,0,3.4228373
22,4,2,0,3.2921922
5,1,2,0,2.6601298
15,3,2,0,2.7678833
34,1,2,0,3.2120976
12,3,2,0,3.1858423
8,1,2,0,3.8839948
33,2,2,0,3.0772491
36,3,2,0,5.0590539
23,2,2,0,4.9329953
46,4,2,0,3.4723849
29,4,2,0,4.6446881
25,3,2,0,3.5734551
3,4,2,0,3.4752488
3,1,2,0,3.8077993
16,2,2,0,2.8075202
38,1,2,0,3.078851
1,4,2,0,1.9480083
28,1,2,0,5.2970719
33,4,2,0,2.8770914
29,4,2,0,2.554461
29,4,2,0,3.3681417
28,2,2,0,3.3103635
44,3,2,0,3.4360104
30,3,2,0,4.3944674
1,4,2,0,3.4107308
24,2,2,0,3.0968161
43,4,2,0,2.9135733
12,2,2,0,3.2658677
38,3,2,0,2.740237
2,4,2,0,3.2387338
16,3,2,0,3.9896693
10,4,2,0,2.4114907
31,3,2,0,3.7045112
7,2,2,0,5.06494
27,2,2,0,2.4992547
15,4,2,0,3.0906107
24,4,2,0,2.8477745
26,1,2,0,2.9635201
15,4,2,0,3.2635434
15,2,2,0,3.0386629
38,1,2,0,3.0347521
26,3,2,0,2.8440704
1,3,2,0,2.6563683
22,4,2,0,6.9413919
14,1,2,0,2.8435774
46,3,2,0,3.3297937
15,1,2,0,4.20574
11,4,2,0,2.7990055
15,3,2,0,2.641017
32,2,2,0,2.9262764
38,1,2,0,3.7417872
46,3,2,0,3.1589592
39,1,2,0,3.2709765
38,4,2,0,3.4130843
25,3,2,0,4.2111459
45,4,2,0,2.0849626
45,1,2,0,2.7845578
31,3,2,0,3.3104529
27,3,2,0,3.1940753
8,1,2,0,3.2840252
4,2,2,0,3.8275073
27,3,2,0,2.1745415
45,3,2,0,3.6006582
10,4,2,0,5.0934615
28,4,2,0,3.4738655
39,1,2,0,3.2176962
7,2,2,0,3.1058326
1,4,2,0,3.4117203
40,2,2,0,3.6615176
10,4,2,0,6.5911818
29,2,2,0,2.8519852
42,2,2,0,4.8612309
16,2,2,0,5.1434326
33,4,2,0,2.5248778
28,1,2,0,4.0805826
42,2,2,0,4.3736115
43,1,2,0,2.0170693
24,4,2,0,2.6080616
28,1,2,0,4.4059572
9,2,2,0,1.9288146
21,1,2,0,4.2173748
7,4,2,0,3.0295939
42,1,2,0,3.6434247
26,2,2,0,2.1451352
3,2,2,0,3.4360061
13,2,2,0,2.3862619
10,1,2,0,3.8577821
20,2,2,0,3.0206821
1,1,2,0,2.354748
25,1,2,0,4.1788893
1,2,2,0,3.1847775
8,1,2,0,3.81672
35,4,2,0,3.3492126
1,2,2,0,3.257051
20,3,2,0,4.4794149
27,2,2,0,1.7363091
26,4,2,0,2.2491319
20,3,2,0,3.4747193
26,3,2,0,4.0262494
32,2,2,0,3.5631135
26,3,2,0,3.1396835
26,4,2,0,3.384285
26,1,2,0,4.1471663
28,4,2,0,5.1133308
4,2,2,0,3.1633744
41,1,2,0,2.2837508
6,4,2,0,5.0846629
26,3,2,0,3.0523202
26,4,2,0,2.7941325
3,4,2,0,1.7797186
11,2,2,0,4.4977198
1,2,2,0,3.0751073
21,3,2,0,4.6483641
24,4,2,0,3.1745808
31,2,2,0,3.6682498
14,2,2,0,3.2896357
2,2,2,0,4.2651706
12,1,2,0,2.4174099
34,4,2,0,3.6801598
34,2,2,0,3.6873705
42,3,2,0,3.4646089
16,3,2,0,4.8801608
13,2,2,0,3.2348578
26,3,2,0,3.6262779
35,3,2,0,4.2283311
24,4,2,0,3.8606262
22,3,2,0,4.8739457
41,3,2,0,3.0633507
23,4,2,0,4.7432728
7,3,2,0,4.6575732
26,2,2,0,3.5972443
29,3,2,0,3.6710331
25,4,2,0,3.9572437
22,2,2,0,5.5849853
31,1,2,0,4.4196234
21,3,2,0,4.1056147
6,1,2,0,4.9493728
24,2,2,0,2.9525738
4,1,2,0,3.4995706
37,3,2,0,3.2688406
34,3,2,0,3.2694063
38,2,2,0,2.662771
40,1,2,0,4.8533072
33,4,2,0,2.6461117
4,2,2,0,3.2421587
11,3,2,0,3.256973
9,2,2,0,2.079684
4,1,2,0,3.5461943
28,1,2,0,3.197912
2,3,2,0,1.9944162
28,3,2,0,3.5622795
20,2,2,0,3.9252589
7,1,2,0,4.2347884
33,3,2,0,3.4329221
27,4,2,0,3.1458411
5,4,2,0,2.2776296
16,1,2,0,4.675971
40,1,2,0,3.9818358
40,4,2,0,4.0015912
39,2,2,0,3.6340806
15,2,2,0,2.2845156
46,3,2,0,3.563715
39,2,2,0,4.2779956
14,4,2,0,5.0412464
29,2,2,0,2.6202378
8,4,2,0,3.652386
29,4,2,0,3.0248013
32,3,2,0,1.8632234
28,3,2,0,4.3080935
12,2,2,0,4.0380511
2,3,2,0,3.0044322
45,2,2,0,2.4716945
21,1,2,0,2.6285665
46,2,2,0,3.63925
4,2,2,0,3.3397217
30,2,2,0,3.4525788
6,4,2,0,2.5192111
32,2,2,0,3.2647307
45,1,2,0,3.0273237
6,4,2,0,3.8074923
18,1,2,0,2.3042808
34,2,2,0,2.7582033
36,2,2,0,6.3007317
18,1,2,0,3.9124398
46,1,2,0,2.9537807
39,1,2,0,2.434907
38,2,2,0,2.786644
23,4,2,0,4.5760002
20,2,2,0,2.652878
29,3,2,0,2.7091737
27,3,2,0,2.307059
2,4,2,0,3.9105079
40,1,2,0,5.8096542
31,2,2,0,3.6846111
34,3,2,0,2.1525908
30,2,2,0,3.4763677
16,3,2,0,4.4574604
16,2,2,0,4.740098
29,4,2,0,4.0487847
27,1,2,0,3.5071609
7,1,2,0,3.6491559
43,1,2,0,3.0922322
38,1,2,0,3.2967975
13,1,2,0,3.5753105
5,1,2,0,3.4623291
31,1,2,0,3.1256449
37,1,2,0,2.989392
36,4,2,0,5.9845114
32,1,2,0,2.3497517
31,3,2,0,5.875082
34,4,2,0,3.7740743
9,3,2,0,2.1529977
2,4,2,0,3.2735276
36,1,2,0,4.6022644
2,4,2,0,3.2753477
14,1,2,0,2.2123711
36,2,2,0,6.3747191
12,2,2,0,3.5993071
45,1,2,0,3.3879454
46,3,2,0,3.2519701
27,4,2,0,2.3820498
27,3,2,0,2.5860207
44,4,2,0,3.2720873
43,2,2,0,2.7203398
20,1,2,0,2.8046193
11,4,2,0,2.7083676
38,1,2,0,3.1282973
6,4,2,0,2.8647103
6,2,2,0,4.1764112
18,2,2,0,3.2549894
18,2,2,0,4.5967636
5,4,2,0,3.6382313
22,3,2,0,4.127697
41,3,2,0,3.4885778
3,1,2,0,3.9535429
45,1,2,0,3.0818489
14,4,2,0,4.6855569
6,2,2,0,2.2434251
45,1,2,0,3.1338999
23,1,2,0,4.3066306
41,1,2,0,3.4742455
35,1,2,0,3.2698324
3,3,2,0,4.2369142
8,2,3,0,3.1649806
9,3,3,0,2.353626
38,1,3,0,2.9955561
36,2,3,0,5.277029
7,1,3,0,4.056766
31,1,3,0,4.3530736
15,2,3,0,1.6928377
17,4,3,0,3.9836707
17,1,3,0,4.5568848
11,1,3,0,4.2905798
43,4,3,0,3.0920813
31,4,3,0,2.8537588
3,2,3,0,4.2185688
10,3,3,0,3.7295868
46,3,3,0,3.0002844
15,4,3,0,2.4695644
38,2,3,0,2.7149537
11,4,3,0,2.916738
28,1,3,0,4.4046736
19,4,3,0,3.9456112
21,3,3,0,4.4638367
33,3,3,0,2.610276
39,4,3,0,2.7990563
46,3,3,0,4.0165663
35,3,3,0,3.3254256
41,3,3,0,3.3035562
25,2,3,0,4.9278846
10,4,3,0,4.1900148
15,3,3,0,2.9047978
16,1,3,0,2.4721882
19,4,3,0,2.3163347
16,2,3,0,4.5284724
36,2,3,0,6.007659
16,1,3,0,6.3415623
18,1,3,0,3.6032445
16,3,3,0,4.4201388
16,4,3,0,6.383553
16,2,3,0,4.1682577
35,2,3,0,3.995331
6,1,3,0,4.0695581
39,1,3,0,3.2139461
45,1,3,0,2.3477819
10,1,3,0,5.5126047
31,3,3,0,3.7103856
10,4,3,0,4.0731883
7,2,3,0,5.5446434
11,1,3,0,4.3772368
12,3,3,0,2.910356
36,2,3,0,5.3533711
4,2,3,0,2.7400477
38,1,3,0,3.571588
14,2,3,0,3.8043931
25,2,3,0,3.3653541
28,4,3,0,4.1604724
44,4,3,0,2.8852372
8,2,3,0,3.7193396
2,3,3,0,2.9117863
42,1,3,0,3.2893858
25,1,3,0,4.3335972
26,4,3,0,3.3851016
15,4,3,0,2.9491208
35,3,3,0,4.8699694
33,4,3,0,2.5197558
15,1,3,0,2.8125837
4,2,3,0,3.059258
3,1,3,0,4.2550278
33,2,3,0,2.2907274
46,3,3,0,2.3133664
3,4,3,0,4.0377727
27,2,3,0,3.1547084
19,4,3,0,2.0269589
8,4,3,0,3.1130145
26,4,3,0,3.16822
4,1,3,0,3.7175274
36,4,3,0,4.6227059
33,4,3,0,3.2568254
9,2,3,0,1.7224115
4,2,3,0,5.2612815
1,2,3,0,3.3194752
34,1,3,0,4.0192523
27,1,3,0,2.9262125
8,1,3,0,5.2369928
14,4,3,0,3.4596381
5,4,3,0,3.1092339
41,3,3,0,3.4990771
4,1,3,0,3.4766045
33,4,3,0,2.9067645
13,1,3,0,3.758466
14,2,3,0,2.3709979
19,1,3,0,2.4504762
11,4,3,0,3.2540371
42,2,3,0,3.9258082
14,1,3,0,2.728771
44,4,3,0,3.6892653
10,1,3,0,3.8085406
20,2,3,0,5.0286217
38,1,3,0,2.6986535
36,3,3,0,4.7576127
12,2,3,0,3.8797772
23,1,3,0,3.5109546
11,1,3,0,3.8416979
4,4,3,0,3.5771933
37,4,3,0,3.0849802
13,2,3,0,2.1395888
13,2,3,0,3.9107423
13,1,3,0,3.6081853
3,3,3,0,3.3079267
4,1,3,0,4.0121355
41,4,3,0,2.3157115
5,4,3,0,3.3587658
18,1,3,0,3.3743856
9,2,3,0,.72089279
31,2,3,0,4.0356627
30,2,3,0,3.5084772
15,2,3,0,3.334085
5,3,3,0,3.4867556
32,1,3,0,2.2923877
31,2,3,0,3.9850764
38,4,3,0,3.2210288
16,1,3,0,5.2475033
38,1,3,0,2.6362531
29,3,3,0,2.817235
14,1,3,0,2.1710689
15,1,3,0,3.321964
38,2,3,0,3.905401
28,1,3,0,4.2812052
2,1,3,0,4.5327206
10,2,3,0,5.286025
12,4,3,0,4.2775755
12,1,3,0,3.5073063
12,4,3,0,3.1453664
12,1,3,0,3.2894654
27,1,3,0,2.6427577
45,2,3,0,2.6307406
37,1,3,0,2.4987795
16,2,3,0,4.8467607
14,3,3,0,3.1285276
34,3,3,0,3.4338369
20,3,3,0,3.5558033
26,2,3,0,2.6213458
6,1,3,0,3.1446316
1,4,3,0,3.8070557
39,2,3,0,3.2726433
34,2,3,0,3.4860451
13,2,3,0,3.0410748
46,4,3,0,3.0833898
45,1,3,0,3.6391969
17,4,3,0,3.0139678
1,3,3,0,1.9217652
15,4,3,0,2.8269126
7,3,3,0,4.0599914
27,3,3,0,2.4419343
24,1,3,0,2.5425324
35,1,3,0,2.7290642
46,1,3,0,3.613451
24,4,3,0,1.7370459
11,3,3,0,3.1492696
11,2,3,0,2.4698017
11,2,3,0,2.2384875
11,2,3,0,3.4364195
33,3,3,0,1.917372
29,3,3,0,3.4830451
41,1,3,0,3.0905008
23,4,3,0,3.0045979
17,4,3,0,4.253511
16,1,3,0,4.3876719
9,4,3,0,.77603734
6,4,3,0,2.7798898
38,1,3,0,4.5353985
22,4,3,0,3.5454228
9,2,3,0,1.4368265
21,3,3,0,4.2880263
41,3,3,0,3.0101588
8,1,3,0,2.6133757
43,1,3,0,3.4040098
42,4,3,0,3.1634729
6,4,3,0,4.4545965
45,2,3,0,2.9234736
35,1,3,0,4.3613472
39,4,3,0,3.665273
25,3,3,0,3.7657413
12,1,3,0,2.9632876
1,2,3,0,3.4048984
1,2,3,0,3.0502264
1,2,3,0,3.4405773
1,1,3,0,2.9061346
21,1,3,0,4.8154769
32,3,3,0,2.5314639
8,1,3,0,2.8675878
1,2,3,0,3.2976496
1,3,3,0,2.871294
23,4,3,0,3.3479712
21,4,3,0,3.8760786
40,2,3,0,5.3190536
41,1,3,0,3.2523587
41,3,3,0,2.3879094
42,1,3,0,3.6519806
12,3,3,0,3.1964231
43,1,3,0,2.03756
9,4,3,0,2.7000625
35,3,3,0,2.6188889
28,4,3,0,5.9511051
25,3,3,0,2.7382519
32,2,3,0,2.7425451
23,1,3,0,4.5486903
17,4,3,0,3.7075038
41,1,3,0,3.7223599
39,4,3,0,1.6440432
22,3,3,0,4.245626
40,4,3,0,3.9244156
5,1,3,0,2.3934958
11,4,3,0,3.5016654
35,1,3,0,4.079185
23,4,3,0,4.4084072
8,1,3,0,2.6937585
19,2,3,0,1.9841948
3,4,3,0,2.1833084
46,3,3,0,3.7453477
2,3,3,0,2.6808743
36,4,3,0,5.1038761
45,1,3,0,3.8376911
43,4,3,0,2.9124088
34,2,3,0,2.7660525
1,1,3,0,3.2447402
32,2,3,0,1.6866049
2,4,3,0,3.8126318
45,3,3,0,2.8942728
5,2,3,0,3.182843
33,3,3,0,2.708365
13,2,3,0,4.242723
41,4,3,0,2.9979928
28,1,3,0,4.5656648
37,3,3,0,4.3051968
5,2,3,0,5.0163584
39,2,3,0,2.9017851
24,4,3,0,1.7778332
32,2,3,0,2.486491
6,4,3,0,3.1540639
21,1,3,0,3.7928886
14,1,3,0,2.9375248
44,3,3,0,2.5138106
38,3,3,0,2.8762224
37,4,3,0,3.3913407
13,2,3,0,3.7340932
35,3,3,0,3.6589601
36,2,3,0,4.9921842
22,4,3,0,5.2604995
16,4,3,0,3.300245
11,1,3,0,3.335582
13,4,3,0,4.9677219
3,1,3,0,3.5441496
34,2,3,0,3.4455638
37,2,3,0,3.7879665
2,2,3,0,3.7223713
